Metal,Stage,Reagent,Value
"Lithium, brine",Refining,"oxygen, liquid",0.0
"Lithium, brine",Refining,formaldehyde,0.0
"Lithium, brine",Refining,"hydrogen, gaseous, medium pressure, merchant",0.0
"Lithium, brine",Refining,naphthalene sulfonic acid,0.0
"Lithium, brine",Refining,"sodium chloride, powder",0.0
"Lithium, brine",Refining,"sodium sulfate, anhydrite",0.0
"Lithium, brine",Refining,"sulfur dioxide, liquid",0.0
"Lithium, brine",Refining,coal tar,0.0
"Graphite, synthetic",Coating,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Coating,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Coating,"soda ash, light",0.0
"Graphite, synthetic",Coating,"quicklime, milled, packed",0.0
"Graphite, synthetic",Coating,sulfuric acid,0.0
"Graphite, synthetic",Coating,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Coating,"quicklime, milled, loose",0.0
"Graphite, synthetic",Coating,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Coating,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Coating,bentonite,0.0
"Graphite, synthetic",Coating,sulfur,0.0
"Graphite, synthetic",Coating,magnesium oxide,0.0
"Graphite, synthetic",Coating,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Coating,"lime, hydraulic",0.0
"Graphite, synthetic",Coating,"soda ash, dense",0.0
"Graphite, synthetic",Coating,ammonium bicarbonate,0.0
"Graphite, synthetic",Coating,lime,0.0
"Graphite, synthetic",Coating,"limestone, crushed, washed",0.0
"Graphite, synthetic",Coating,disodium disulphite,0.0
"Graphite, synthetic",Coating,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Coating,hydrogen fluoride,0.0
"Graphite, synthetic",Coating,"nitrogen, liquid",0.0
"Graphite, synthetic",Coating,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Coating,iron sulfate,0.0
"Graphite, synthetic",Coating,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Coating,"chlorine, liquid",0.0
"Graphite, synthetic",Coating,"chlorine, gaseous",0.0
"Graphite, synthetic",Coating,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Coating,"lime, hydrated, packed",0.0
"Graphite, synthetic",Coating,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Coating,sodium pyrophosphate,0.0
"Graphite, synthetic",Coating,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Coating,hydrogen sulfide,0.0
"Graphite, synthetic",Coating,"oxygen, liquid",0.0
"Graphite, synthetic",Coating,formaldehyde,0.0
"Graphite, synthetic",Coating,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Coating,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Coating,"sodium chloride, powder",0.0
"Graphite, synthetic",Coating,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Coating,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Coating,coal tar,0.09257977847483558
"Graphite, synthetic",Micronization,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Micronization,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Micronization,"soda ash, light",0.0
"Graphite, synthetic",Micronization,"quicklime, milled, packed",0.0
"Graphite, synthetic",Micronization,sulfuric acid,0.0
"Graphite, synthetic",Micronization,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Micronization,"quicklime, milled, loose",0.0
"Graphite, synthetic",Micronization,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Micronization,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Micronization,bentonite,0.0
"Graphite, synthetic",Micronization,sulfur,0.0
"Graphite, synthetic",Micronization,magnesium oxide,0.0
"Graphite, synthetic",Micronization,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Micronization,"lime, hydraulic",0.0
"Graphite, synthetic",Micronization,"soda ash, dense",0.0
"Graphite, synthetic",Micronization,ammonium bicarbonate,0.0
"Graphite, synthetic",Micronization,lime,0.0
"Graphite, synthetic",Micronization,"limestone, crushed, washed",0.0
"Graphite, synthetic",Micronization,disodium disulphite,0.0
"Graphite, synthetic",Micronization,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Micronization,hydrogen fluoride,0.0
"Graphite, synthetic",Micronization,"nitrogen, liquid",0.0
"Graphite, synthetic",Micronization,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Micronization,iron sulfate,0.0
"Graphite, synthetic",Micronization,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Micronization,"chlorine, liquid",0.0
"Graphite, synthetic",Micronization,"chlorine, gaseous",0.0
"Graphite, synthetic",Micronization,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Micronization,"lime, hydrated, packed",0.0
"Graphite, synthetic",Micronization,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Micronization,sodium pyrophosphate,0.0
"Graphite, synthetic",Micronization,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Micronization,hydrogen sulfide,0.0
"Graphite, synthetic",Micronization,"oxygen, liquid",0.0
"Graphite, synthetic",Micronization,formaldehyde,0.0
"Graphite, synthetic",Micronization,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Micronization,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Micronization,"sodium chloride, powder",0.0
"Graphite, synthetic",Micronization,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Micronization,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Micronization,coal tar,0.0
"Graphite, synthetic",Graphitization,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Graphitization,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Graphitization,"soda ash, light",0.0
"Graphite, synthetic",Graphitization,"quicklime, milled, packed",0.0
"Graphite, synthetic",Graphitization,sulfuric acid,0.0
"Graphite, synthetic",Graphitization,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphitization,"quicklime, milled, loose",0.0
"Graphite, synthetic",Graphitization,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphitization,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Graphitization,bentonite,0.0
"Graphite, synthetic",Graphitization,sulfur,0.0
"Graphite, synthetic",Graphitization,magnesium oxide,0.0
"Graphite, synthetic",Graphitization,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Graphitization,"lime, hydraulic",0.0
"Graphite, synthetic",Graphitization,"soda ash, dense",0.0
"Graphite, synthetic",Graphitization,ammonium bicarbonate,0.0
"Graphite, synthetic",Graphitization,lime,0.0
"Graphite, synthetic",Graphitization,"limestone, crushed, washed",0.0
"Graphite, synthetic",Graphitization,disodium disulphite,0.0
"Graphite, synthetic",Graphitization,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphitization,hydrogen fluoride,0.0
"Graphite, synthetic",Graphitization,"nitrogen, liquid",0.0
"Graphite, synthetic",Graphitization,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Graphitization,iron sulfate,0.0
"Graphite, synthetic",Graphitization,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Graphitization,"chlorine, liquid",0.0
"Graphite, synthetic",Graphitization,"chlorine, gaseous",0.0
"Graphite, synthetic",Graphitization,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Graphitization,"lime, hydrated, packed",0.0
"Graphite, synthetic",Graphitization,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Graphitization,sodium pyrophosphate,0.0
"Graphite, synthetic",Graphitization,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Graphitization,hydrogen sulfide,0.0
"Graphite, synthetic",Graphitization,"oxygen, liquid",0.0
"Graphite, synthetic",Graphitization,formaldehyde,0.0
"Graphite, synthetic",Graphitization,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Graphitization,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Graphitization,"sodium chloride, powder",0.0
"Graphite, synthetic",Graphitization,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Graphitization,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Graphitization,coal tar,0.0
"Graphite, synthetic",Milling,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Milling,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Milling,"soda ash, light",0.0
"Graphite, synthetic",Milling,"quicklime, milled, packed",0.0
"Graphite, synthetic",Milling,sulfuric acid,0.0
"Graphite, synthetic",Milling,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Milling,"quicklime, milled, loose",0.0
"Graphite, synthetic",Milling,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Milling,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Milling,bentonite,0.0
"Graphite, synthetic",Milling,sulfur,0.0
"Graphite, synthetic",Milling,magnesium oxide,0.0
"Graphite, synthetic",Milling,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Milling,"lime, hydraulic",0.0
"Graphite, synthetic",Milling,"soda ash, dense",0.0
"Graphite, synthetic",Milling,ammonium bicarbonate,0.0
"Graphite, synthetic",Milling,lime,0.0
"Graphite, synthetic",Milling,"limestone, crushed, washed",0.0
"Graphite, synthetic",Milling,disodium disulphite,0.0
"Graphite, synthetic",Milling,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Milling,hydrogen fluoride,0.0
"Graphite, synthetic",Milling,"nitrogen, liquid",0.0
"Graphite, synthetic",Milling,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Milling,iron sulfate,0.0
"Graphite, synthetic",Milling,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Milling,"chlorine, liquid",0.0
"Graphite, synthetic",Milling,"chlorine, gaseous",0.0
"Graphite, synthetic",Milling,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Milling,"lime, hydrated, packed",0.0
"Graphite, synthetic",Milling,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Milling,sodium pyrophosphate,0.0
"Graphite, synthetic",Milling,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Milling,hydrogen sulfide,0.0
"Graphite, synthetic",Milling,"oxygen, liquid",0.0
"Graphite, synthetic",Milling,formaldehyde,0.0
"Graphite, synthetic",Milling,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Milling,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Milling,"sodium chloride, powder",0.0
"Graphite, synthetic",Milling,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Milling,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Milling,coal tar,0.0
"Graphite, synthetic",Graphite crucibles,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Graphite crucibles,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Graphite crucibles,"soda ash, light",0.0
"Graphite, synthetic",Graphite crucibles,"quicklime, milled, packed",0.0
"Graphite, synthetic",Graphite crucibles,sulfuric acid,0.0
"Graphite, synthetic",Graphite crucibles,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphite crucibles,"quicklime, milled, loose",0.0
"Graphite, synthetic",Graphite crucibles,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphite crucibles,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Graphite crucibles,bentonite,0.0
"Graphite, synthetic",Graphite crucibles,sulfur,0.0
"Graphite, synthetic",Graphite crucibles,magnesium oxide,0.0
"Graphite, synthetic",Graphite crucibles,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Graphite crucibles,"lime, hydraulic",0.0
"Graphite, synthetic",Graphite crucibles,"soda ash, dense",0.0
"Graphite, synthetic",Graphite crucibles,ammonium bicarbonate,0.0
"Graphite, synthetic",Graphite crucibles,lime,0.0
"Graphite, synthetic",Graphite crucibles,"limestone, crushed, washed",0.0
"Graphite, synthetic",Graphite crucibles,disodium disulphite,0.0
"Graphite, synthetic",Graphite crucibles,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphite crucibles,hydrogen fluoride,0.0
"Graphite, synthetic",Graphite crucibles,"nitrogen, liquid",0.0
"Graphite, synthetic",Graphite crucibles,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Graphite crucibles,iron sulfate,0.0
"Graphite, synthetic",Graphite crucibles,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Graphite crucibles,"chlorine, liquid",0.0
"Graphite, synthetic",Graphite crucibles,"chlorine, gaseous",0.0
"Graphite, synthetic",Graphite crucibles,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Graphite crucibles,"lime, hydrated, packed",0.0
"Graphite, synthetic",Graphite crucibles,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Graphite crucibles,sodium pyrophosphate,0.0
"Graphite, synthetic",Graphite crucibles,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Graphite crucibles,hydrogen sulfide,0.0
"Graphite, synthetic",Graphite crucibles,"oxygen, liquid",0.0
"Graphite, synthetic",Graphite crucibles,formaldehyde,0.0
"Graphite, synthetic",Graphite crucibles,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Graphite crucibles,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Graphite crucibles,"sodium chloride, powder",0.0
"Graphite, synthetic",Graphite crucibles,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Graphite crucibles,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Graphite crucibles,coal tar,0.5706941574424949
"Graphite, synthetic",Calcination,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Calcination,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Calcination,"soda ash, light",0.0
"Graphite, synthetic",Calcination,"quicklime, milled, packed",0.1640769327884428
"Graphite, synthetic",Calcination,sulfuric acid,0.0
"Graphite, synthetic",Calcination,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Calcination,"quicklime, milled, loose",0.0
"Graphite, synthetic",Calcination,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Calcination,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Calcination,bentonite,0.0
"Graphite, synthetic",Calcination,sulfur,0.0
"Graphite, synthetic",Calcination,magnesium oxide,0.0
"Graphite, synthetic",Calcination,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Calcination,"lime, hydraulic",0.0
"Graphite, synthetic",Calcination,"soda ash, dense",0.0
"Graphite, synthetic",Calcination,ammonium bicarbonate,0.0
"Graphite, synthetic",Calcination,lime,0.0
"Graphite, synthetic",Calcination,"limestone, crushed, washed",0.0
"Graphite, synthetic",Calcination,disodium disulphite,0.0
"Graphite, synthetic",Calcination,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Calcination,hydrogen fluoride,0.0
"Graphite, synthetic",Calcination,"nitrogen, liquid",0.0
"Graphite, synthetic",Calcination,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Calcination,iron sulfate,0.0
"Graphite, synthetic",Calcination,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Calcination,"chlorine, liquid",0.0
"Graphite, synthetic",Calcination,"chlorine, gaseous",0.0
"Graphite, synthetic",Calcination,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Calcination,"lime, hydrated, packed",0.0
"Graphite, synthetic",Calcination,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Calcination,sodium pyrophosphate,0.0
"Graphite, synthetic",Calcination,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Calcination,hydrogen sulfide,0.0
"Graphite, synthetic",Calcination,"oxygen, liquid",0.0
"Graphite, synthetic",Calcination,formaldehyde,0.0
"Graphite, synthetic",Calcination,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Calcination,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Calcination,"sodium chloride, powder",0.0
"Graphite, synthetic",Calcination,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Calcination,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Calcination,coal tar,0.0
Nickel,Mining,"neutralising agent, sodium hydroxide-equivalent",0.0
Nickel,Mining,"hydrochloric acid, without water, in 30% solution state",0.0
Nickel,Mining,"soda ash, light",0.0
Nickel,Mining,"quicklime, milled, packed",0.0
Nickel,Mining,sulfuric acid,0.0
Nickel,Mining,"sodium hydroxide, without water, in 50% solution state",0.0
Nickel,Mining,"quicklime, milled, loose",0.0
Nickel,Mining,"hydrogen peroxide, without water, in 50% solution state",0.0
Nickel,Mining,"carbon dioxide, liquid",0.0
Nickel,Mining,bentonite,0.0
Nickel,Mining,sulfur,0.0
Nickel,Mining,magnesium oxide,0.0
Nickel,Mining,"limestone, crushed, for mill",0.0
Nickel,Mining,"lime, hydraulic",0.0
Nickel,Mining,"soda ash, dense",0.0
Nickel,Mining,ammonium bicarbonate,0.0
Nickel,Mining,lime,0.0
Nickel,Mining,"limestone, crushed, washed",0.0
Nickel,Mining,disodium disulphite,0.0
Nickel,Mining,"nitric acid, without water, in 50% solution state",0.0
Nickel,Mining,hydrogen fluoride,0.0
Nickel,Mining,"nitrogen, liquid",0.0
Nickel,Mining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
Nickel,Mining,iron sulfate,0.0
Nickel,Mining,"aluminium sulfate, powder",0.0
Nickel,Mining,"chlorine, liquid",0.0
Nickel,Mining,"chlorine, gaseous",0.0
Nickel,Mining,"iron (III) chloride, without water, in 40% solution state",0.0
Nickel,Mining,"lime, hydrated, packed",0.0
Nickel,Mining,sodium hydrogen sulfite,0.0
Nickel,Mining,sodium pyrophosphate,0.0
Nickel,Mining,"ammonia, anhydrous, liquid",0.0
Nickel,Mining,hydrogen sulfide,0.0
Nickel,Mining,"oxygen, liquid",0.0
Nickel,Mining,formaldehyde,0.0
Nickel,Mining,"hydrogen, gaseous, medium pressure, merchant",0.0
Nickel,Mining,naphthalene sulfonic acid,0.0
Nickel,Mining,"sodium chloride, powder",0.0
Nickel,Mining,"sodium sulfate, anhydrite",0.0
Nickel,Mining,"sulfur dioxide, liquid",0.0
Nickel,Mining,coal tar,0.0
Nickel,Concentration,"neutralising agent, sodium hydroxide-equivalent",0.0
Nickel,Concentration,"hydrochloric acid, without water, in 30% solution state",0.0
Nickel,Concentration,"soda ash, light",0.001151138065133942
Nickel,Concentration,"quicklime, milled, packed",0.0
Nickel,Concentration,sulfuric acid,8.808406774336682e-06
Nickel,Concentration,"sodium hydroxide, without water, in 50% solution state",0.0
Nickel,Concentration,"quicklime, milled, loose",0.0
Nickel,Concentration,"hydrogen peroxide, without water, in 50% solution state",0.0
Nickel,Concentration,"carbon dioxide, liquid",0.0
Nickel,Concentration,bentonite,0.0
Nickel,Concentration,sulfur,0.0
Nickel,Concentration,magnesium oxide,0.0
Nickel,Concentration,"limestone, crushed, for mill",0.0
Nickel,Concentration,"lime, hydraulic",0.0
Nickel,Concentration,"soda ash, dense",0.0
Nickel,Concentration,ammonium bicarbonate,0.0
Nickel,Concentration,lime,0.0
Nickel,Concentration,"limestone, crushed, washed",0.0
Nickel,Concentration,disodium disulphite,0.0
Nickel,Concentration,"nitric acid, without water, in 50% solution state",3.068422986244657e-05
Nickel,Concentration,hydrogen fluoride,0.0
Nickel,Concentration,"nitrogen, liquid",0.0
Nickel,Concentration,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
Nickel,Concentration,iron sulfate,4.6295187253735306e-08
Nickel,Concentration,"aluminium sulfate, powder",0.004389066091416909
Nickel,Concentration,"chlorine, liquid",0.0
Nickel,Concentration,"chlorine, gaseous",0.0
Nickel,Concentration,"iron (III) chloride, without water, in 40% solution state",0.0
Nickel,Concentration,"lime, hydrated, packed",0.004813374459107447
Nickel,Concentration,sodium hydrogen sulfite,0.006979126689439371
Nickel,Concentration,sodium pyrophosphate,6.132994798192006e-05
Nickel,Concentration,"ammonia, anhydrous, liquid",0.0
Nickel,Concentration,hydrogen sulfide,0.0
Nickel,Concentration,"oxygen, liquid",0.0
Nickel,Concentration,formaldehyde,0.0
Nickel,Concentration,"hydrogen, gaseous, medium pressure, merchant",0.0
Nickel,Concentration,naphthalene sulfonic acid,0.0
Nickel,Concentration,"sodium chloride, powder",0.0
Nickel,Concentration,"sodium sulfate, anhydrite",0.0
Nickel,Concentration,"sulfur dioxide, liquid",0.0
Nickel,Concentration,coal tar,0.0
Nickel,Refining,"neutralising agent, sodium hydroxide-equivalent",0.0
Nickel,Refining,"hydrochloric acid, without water, in 30% solution state",0.019765935614803047
Nickel,Refining,"soda ash, light",0.03270278594053881
Nickel,Refining,"quicklime, milled, packed",0.0
Nickel,Refining,sulfuric acid,0.01419184765848146
Nickel,Refining,"sodium hydroxide, without water, in 50% solution state",0.06642844274948034
Nickel,Refining,"quicklime, milled, loose",0.0
Nickel,Refining,"hydrogen peroxide, without water, in 50% solution state",0.007988730365658088
Nickel,Refining,"carbon dioxide, liquid",0.0
Nickel,Refining,bentonite,0.0
Nickel,Refining,sulfur,0.027329374085635048
Nickel,Refining,magnesium oxide,0.0
Nickel,Refining,"limestone, crushed, for mill",0.0
Nickel,Refining,"lime, hydraulic",0.0
Nickel,Refining,"soda ash, dense",0.0
Nickel,Refining,ammonium bicarbonate,0.0
Nickel,Refining,lime,0.0
Nickel,Refining,"limestone, crushed, washed",0.00325793977735854
Nickel,Refining,disodium disulphite,0.0
Nickel,Refining,"nitric acid, without water, in 50% solution state",8.055525739545356e-08
Nickel,Refining,hydrogen fluoride,0.0
Nickel,Refining,"nitrogen, liquid",1.1802848954523855e-05
Nickel,Refining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
Nickel,Refining,iron sulfate,5.666616453651161e-06
Nickel,Refining,"aluminium sulfate, powder",6.71795830296028e-05
Nickel,Refining,"chlorine, liquid",0.0
Nickel,Refining,"chlorine, gaseous",0.005921711040772069
Nickel,Refining,"iron (III) chloride, without water, in 40% solution state",0.0
Nickel,Refining,"lime, hydrated, packed",0.06621971733415813
Nickel,Refining,sodium hydrogen sulfite,0.0008545869415511017
Nickel,Refining,sodium pyrophosphate,0.0006416486854004441
Nickel,Refining,"ammonia, anhydrous, liquid",0.05695496403732696
Nickel,Refining,hydrogen sulfide,0.0030514846643238617
Nickel,Refining,"oxygen, liquid",0.0028779182645171887
Nickel,Refining,formaldehyde,0.00032107502156416374
Nickel,Refining,"hydrogen, gaseous, medium pressure, merchant",0.013111126675679935
Nickel,Refining,naphthalene sulfonic acid,0.00012825756561006164
Nickel,Refining,"sodium chloride, powder",3.4371750382063106e-05
Nickel,Refining,"sodium sulfate, anhydrite",3.9832066412142266e-05
Nickel,Refining,"sulfur dioxide, liquid",0.0036501073076854974
Nickel,Refining,coal tar,0.0
